Iteration, Discriminator Loss, Generator Loss, Accuracy
5010, 1.383934, 0.658926, 0.500000
5020, 1.328807, 0.620924, 0.496094
5030, 1.385077, 0.645059, 0.478516
5040, 1.361701, 0.638725, 0.482422
5050, 1.336692, 0.676034, 0.500000
5060, 1.356596, 0.658967, 0.500000
5070, 1.339251, 0.585892, 0.492188
5080, 1.385207, 0.706397, 0.494141
5090, 1.354790, 0.697621, 0.500000
5100, 1.355700, 0.603867, 0.482422
5110, 1.344169, 0.659359, 0.500000
5120, 1.348276, 0.546029, 0.460938
5130, 1.324380, 0.665910, 0.472656
5140, 1.365006, 0.753503, 0.500000
5150, 1.320068, 0.702543, 0.478516
5160, 1.327460, 0.668538, 0.500000
5170, 1.324389, 0.623979, 0.466797
5180, 1.382631, 0.691007, 0.500000
5190, 1.330090, 0.598463, 0.511719
5200, 1.359498, 0.598902, 0.453125
5210, 1.334874, 0.609982, 0.472656
5220, 1.401228, 0.581256, 0.457031
5230, 1.303095, 0.627391, 0.445312
5240, 1.353359, 0.631732, 0.507812
5250, 1.322099, 0.603546, 0.429688
5260, 1.348678, 0.574630, 0.509766
5270, 1.321321, 0.679066, 0.500000
5280, 1.371212, 0.638733, 0.500000
5290, 1.347234, 0.609568, 0.492188
5300, 1.362361, 0.603817, 0.478516
5310, 1.347367, 0.701904, 0.500000
5320, 1.382969, 0.791974, 0.500000
5330, 1.364707, 0.698359, 0.500000
5340, 1.379829, 0.618420, 0.500000
5350, 1.378310, 0.624435, 0.515625
5360, 1.339904, 0.564438, 0.457031
5370, 1.327308, 0.719557, 0.500000
5380, 1.341607, 0.628841, 0.500000
5390, 1.312996, 0.560431, 0.490234
5400, 1.340197, 0.614000, 0.421875
5410, 1.304420, 0.520834, 0.476562
5420, 1.405577, 0.565266, 0.449219
5430, 1.341707, 0.659815, 0.500000
5440, 1.369901, 0.588999, 0.466797
5450, 1.350239, 0.589280, 0.457031
5460, 1.346031, 0.566969, 0.457031
5470, 1.333537, 0.602539, 0.453125
5480, 1.365987, 0.625297, 0.482422
5490, 1.336132, 0.563665, 0.455078
5500, 1.388209, 0.676023, 0.500000
5510, 1.347225, 0.544229, 0.486328
5520, 1.369727, 0.533524, 0.523438
5530, 1.340880, 0.594467, 0.464844
5540, 1.347197, 0.751629, 0.500000
5550, 1.358407, 0.549719, 0.494141
5560, 1.358784, 0.536106, 0.476562
5570, 1.366339, 0.794875, 0.500000
5580, 1.355433, 0.571547, 0.521484
5590, 1.335731, 0.591425, 0.496094
5600, 1.360603, 0.665713, 0.500000
5610, 1.377691, 0.721581, 0.500000
5620, 1.338315, 0.563057, 0.449219
5630, 1.380843, 0.745561, 0.500000
5640, 1.357298, 0.664306, 0.500000
5650, 1.352666, 0.707633, 0.486328
5660, 1.341927, 0.616735, 0.480469
5670, 1.309337, 0.609305, 0.458984
5680, 1.334999, 0.580169, 0.470703
5690, 1.384344, 0.553311, 0.443359
5700, 1.297986, 0.700435, 0.500000
5710, 1.368436, 0.548009, 0.406250
5720, 1.393089, 0.681973, 0.501953
5730, 1.299725, 0.572379, 0.464844
5740, 1.357253, 0.533879, 0.474609
5750, 1.377236, 0.634040, 0.500000
5760, 1.320553, 0.718502, 0.500000
5770, 1.337091, 0.552353, 0.462891
5780, 1.354775, 0.927021, 0.500000
5790, 1.306834, 0.559094, 0.447266
5800, 1.365129, 0.466318, 0.498047
5810, 1.378872, 0.596967, 0.466797
5820, 1.330717, 0.685988, 0.496094
5830, 1.337043, 0.589421, 0.492188
5840, 1.332758, 0.634786, 0.464844
5850, 1.358158, 0.613217, 0.500000
5860, 1.340586, 0.695950, 0.500000
5870, 1.317177, 0.576048, 0.441406
5880, 1.361001, 0.474985, 0.419922
5890, 1.291013, 0.594454, 0.492188
5900, 1.357979, 0.592410, 0.457031
5910, 1.367663, 0.530667, 0.416016
5920, 1.347103, 0.742193, 0.500000
5930, 1.356207, 0.618184, 0.480469
5940, 1.363155, 0.673810, 0.500000
5950, 1.336425, 0.554297, 0.437500
5960, 1.359812, 0.584562, 0.474609
5970, 1.374862, 0.623438, 0.472656
5980, 1.386601, 0.618702, 0.486328
5990, 1.317676, 0.633884, 0.500000
6000, 1.281754, 0.636522, 0.445312
6010, 1.387571, 0.661646, 0.500000
6020, 1.328162, 0.526287, 0.314453
6030, 1.338824, 0.774415, 0.500000
6040, 1.351994, 0.626654, 0.468750
6050, 1.342630, 0.616079, 0.457031
6060, 1.351222, 0.723048, 0.500000
6070, 1.353226, 0.484267, 0.423828
6080, 1.313253, 0.636251, 0.435547
6090, 1.331936, 0.609657, 0.500000
6100, 1.315397, 0.591208, 0.476562
6110, 1.363303, 0.597642, 0.470703
6120, 1.291914, 0.594877, 0.412109
6130, 1.325302, 0.673287, 0.494141
6140, 1.377276, 0.672247, 0.500000
6150, 1.336177, 0.629858, 0.478516
6160, 1.324305, 0.586586, 0.451172
6170, 1.393755, 0.716131, 0.500000
6180, 1.333673, 0.533551, 0.441406
6190, 1.364084, 0.580553, 0.484375
6200, 1.331689, 0.572492, 0.490234
6210, 1.386759, 0.672145, 0.500000
6220, 1.312404, 0.539376, 0.417969
6230, 1.329522, 0.743547, 0.500000
6240, 1.274657, 0.612981, 0.513672
6250, 1.318161, 0.681653, 0.500000
6260, 1.337632, 0.550209, 0.427734
6270, 1.339107, 0.628306, 0.500000
6280, 1.340047, 0.514221, 0.515625
6290, 1.332166, 0.682067, 0.500000
6300, 1.264891, 0.825628, 0.500000
6310, 1.323575, 0.553273, 0.558594
6320, 1.328078, 0.514243, 0.449219
6330, 1.361382, 0.711668, 0.500000
6340, 1.320439, 0.880013, 0.500000
6350, 1.322666, 0.544666, 0.445312
6360, 1.327253, 0.561395, 0.451172
6370, 1.284202, 0.520226, 0.427734
6380, 1.369411, 0.541599, 0.453125
6390, 1.342060, 0.642763, 0.500000
6400, 1.343701, 0.735995, 0.500000
6410, 1.316340, 0.515720, 0.410156
6420, 1.305686, 0.515126, 0.400391
6430, 1.358151, 0.515986, 0.427734
6440, 1.310428, 0.563061, 0.441406
6450, 1.341608, 0.538659, 0.429688
6460, 1.291868, 0.568263, 0.451172
6470, 1.347168, 0.718516, 0.492188
6480, 1.377816, 0.500132, 0.486328
6490, 1.363329, 0.634170, 0.500000
6500, 1.312150, 0.562949, 0.445312
6510, 1.300036, 0.717341, 0.500000
6520, 1.363322, 0.676059, 0.500000
6530, 1.345917, 0.674173, 0.500000
6540, 1.342096, 0.629762, 0.521484
6550, 1.324214, 0.723524, 0.476562
6560, 1.289485, 0.489274, 0.433594
6570, 1.302894, 0.593844, 0.457031
6580, 1.339784, 0.697898, 0.484375
6590, 1.392391, 0.496405, 0.458984
6600, 1.310775, 0.682592, 0.484375
6610, 1.344022, 0.564089, 0.470703
6620, 1.332073, 0.655957, 0.500000
6630, 1.300572, 0.524055, 0.511719
6640, 1.348558, 0.722645, 0.500000
6650, 1.328580, 0.753839, 0.500000
6660, 1.354405, 0.487727, 0.435547
6670, 1.365179, 0.560576, 0.457031
6680, 1.377928, 0.672157, 0.500000
6690, 1.287047, 0.467655, 0.398438
6700, 1.352521, 0.486943, 0.517578
6710, 1.299691, 0.677531, 0.498047
6720, 1.317442, 0.532034, 0.460938
6730, 1.379525, 0.722767, 0.500000
6740, 1.340007, 0.604189, 0.462891
6750, 1.316646, 0.649219, 0.500000
6760, 1.360371, 0.482536, 0.449219
6770, 1.413444, 0.491423, 0.492188
6780, 1.358892, 0.687737, 0.500000
6790, 1.364999, 0.717627, 0.500000
6800, 1.343185, 0.566863, 0.457031
6810, 1.330790, 0.530535, 0.494141
6820, 1.399687, 0.786133, 0.500000
6830, 1.344551, 0.481983, 0.435547
6840, 1.319940, 0.560290, 0.449219
6850, 1.288148, 0.684443, 0.468750
6860, 1.336848, 0.507861, 0.482422
6870, 1.315993, 0.487640, 0.425781
6880, 1.325459, 0.534958, 0.476562
6890, 1.321447, 0.551254, 0.453125
6900, 1.337702, 0.650214, 0.478516
6910, 1.336215, 0.644832, 0.500000
6920, 1.315144, 0.449936, 0.462891
6930, 1.340376, 0.556195, 0.435547
6940, 1.341678, 0.531287, 0.439453
6950, 1.296495, 0.524765, 0.455078
6960, 1.319836, 0.519889, 0.429688
6970, 1.281739, 0.497026, 0.367188
6980, 1.319499, 0.552783, 0.498047
6990, 1.381077, 0.708168, 0.500000
7000, 1.387147, 0.500564, 0.462891
7010, 1.299383, 0.475504, 0.412109
7020, 1.270602, 0.525445, 0.404297
7030, 1.319482, 0.538668, 0.447266
7040, 1.337406, 0.490604, 0.439453
7050, 1.326205, 0.517681, 0.460938
7060, 1.332693, 0.539271, 0.453125
7070, 1.312282, 0.496395, 0.429688
7080, 1.342633, 0.498029, 0.390625
7090, 1.288223, 0.519678, 0.427734
7100, 1.319777, 0.525438, 0.445312
7110, 1.323521, 0.557810, 0.441406
7120, 1.301388, 0.543995, 0.449219
7130, 1.310793, 0.597581, 0.455078
7140, 1.318624, 0.555174, 0.458984
7150, 1.314375, 0.515540, 0.419922
7160, 1.288962, 0.474662, 0.429688
7170, 1.309972, 0.732101, 0.480469
7180, 1.362163, 0.537998, 0.443359
7190, 1.347032, 0.569863, 0.464844
7200, 1.301705, 0.501514, 0.451172
7210, 1.281159, 0.697985, 0.486328
7220, 1.306761, 0.511673, 0.394531
7230, 1.302046, 0.508053, 0.425781
7240, 1.320144, 0.515693, 0.457031
7250, 1.310297, 0.477317, 0.445312
7260, 1.335524, 0.511738, 0.419922
7270, 1.343772, 0.547330, 0.447266
7280, 1.284037, 0.483174, 0.388672
7290, 1.329976, 0.675374, 0.500000
7300, 1.299932, 0.553402, 0.462891
7310, 1.298311, 0.530485, 0.449219
7320, 1.369784, 0.544543, 0.455078
7330, 1.304069, 0.493615, 0.412109
7340, 1.400357, 0.532009, 0.419922
7350, 1.324804, 0.528952, 0.443359
7360, 1.372889, 0.728476, 0.500000
7370, 1.337456, 0.454687, 0.441406
7380, 1.318155, 0.710935, 0.494141
7390, 1.361871, 0.855274, 0.500000
7400, 1.360512, 0.505286, 0.423828
7410, 1.314723, 0.495228, 0.417969
7420, 1.330549, 0.533553, 0.416016
7430, 1.331443, 0.605978, 0.468750
7440, 1.309791, 0.557474, 0.441406
7450, 1.348989, 0.527937, 0.435547
7460, 1.344509, 0.575709, 0.427734
7470, 1.357239, 0.590443, 0.460938
7480, 1.337426, 0.557089, 0.455078
7490, 1.332108, 0.540504, 0.445312
7500, 1.361514, 0.538060, 0.457031
7510, 1.340235, 0.831663, 0.500000
7520, 1.371155, 0.639647, 0.500000
7530, 1.344670, 0.477158, 0.474609
7540, 1.334438, 0.645942, 0.500000
7550, 1.324970, 0.569841, 0.462891
7560, 1.355146, 0.662659, 0.500000
7570, 1.363889, 0.600396, 0.500000
7580, 1.345104, 0.609864, 0.500000
7590, 1.289473, 0.630823, 0.488281
7600, 1.321399, 0.540923, 0.419922
7610, 1.343747, 0.562715, 0.466797
7620, 1.337842, 0.610489, 0.474609
7630, 1.281266, 0.637511, 0.490234
7640, 1.316409, 0.549168, 0.494141
7650, 1.317415, 0.639953, 0.496094
7660, 1.318956, 0.508488, 0.398438
7670, 1.284080, 0.632575, 0.500000
7680, 1.321088, 0.574704, 0.441406
7690, 1.319203, 0.521864, 0.457031
7700, 1.332581, 0.659812, 0.474609
7710, 1.372505, 0.499206, 0.537109
7720, 1.366644, 0.525566, 0.507812
7730, 1.305532, 0.668550, 0.500000
7740, 1.346506, 0.612201, 0.500000
7750, 1.351370, 0.491189, 0.482422
7760, 1.400313, 0.496891, 0.447266
7770, 1.353179, 0.650839, 0.500000
7780, 1.332224, 0.569213, 0.462891
7790, 1.323425, 0.542301, 0.484375
7800, 1.351804, 0.622521, 0.500000
7810, 1.342422, 0.879352, 0.500000
7820, 1.297209, 0.511020, 0.427734
7830, 1.366070, 0.455299, 0.460938
7840, 1.300940, 0.578035, 0.482422
7850, 1.260769, 0.630609, 0.476562
7860, 1.262416, 0.577657, 0.480469
7870, 1.305072, 0.607613, 0.498047
7880, 1.281317, 0.658987, 0.500000
7890, 1.323889, 0.644174, 0.507812
7900, 1.322989, 0.567684, 0.445312
7910, 1.329840, 0.905147, 0.500000
7920, 1.343922, 0.556984, 0.437500
7930, 1.339460, 0.497598, 0.414062
7940, 1.354788, 0.536676, 0.425781
7950, 1.272589, 0.458209, 0.410156
7960, 1.316944, 0.528450, 0.390625
7970, 1.413327, 0.760171, 0.500000
7980, 1.368917, 0.514487, 0.435547
7990, 1.361252, 0.824403, 0.500000
8000, 1.366999, 0.471269, 0.474609
8010, 1.284806, 0.621894, 0.498047
8020, 1.309805, 0.554937, 0.478516
8030, 1.328259, 0.570633, 0.509766
8040, 1.323082, 0.452057, 0.470703
8050, 1.270438, 0.466505, 0.423828
8060, 1.329985, 0.469472, 0.388672
8070, 1.283955, 0.445064, 0.355469
8080, 1.340139, 0.547301, 0.417969
8090, 1.327973, 0.504497, 0.404297
8100, 1.360970, 0.506704, 0.458984
8110, 1.363497, 0.475405, 0.431641
8120, 1.313642, 0.481029, 0.441406
8130, 1.304415, 0.526161, 0.431641
8140, 1.311814, 0.542041, 0.443359
8150, 1.322704, 0.509445, 0.388672
8160, 1.362406, 0.494807, 0.378906
8170, 1.406183, 0.557630, 0.416016
8180, 1.327373, 0.510623, 0.419922
8190, 1.389303, 0.508862, 0.416016
8200, 1.228485, 0.623095, 0.427734
8210, 1.321898, 0.487469, 0.375000
8220, 1.322446, 0.496506, 0.373047
8230, 1.285465, 0.517739, 0.431641
8240, 1.325427, 0.532872, 0.404297
8250, 1.316229, 0.509462, 0.435547
8260, 1.275808, 0.491573, 0.394531
8270, 1.288691, 0.467487, 0.373047
8280, 1.316462, 0.516202, 0.421875
8290, 1.235970, 0.649991, 0.449219
8300, 1.257604, 0.475628, 0.390625
8310, 1.295248, 0.672101, 0.500000
8320, 1.375257, 0.732360, 0.500000
8330, 1.282641, 0.478201, 0.380859
8340, 1.375918, 0.490222, 0.392578
8350, 1.278212, 0.478820, 0.367188
8360, 1.335575, 0.499785, 0.419922
8370, 1.356830, 0.622851, 0.500000
8380, 1.332485, 0.777193, 0.500000
8390, 1.387329, 0.538034, 0.458984
8400, 1.303340, 0.685368, 0.466797
8410, 1.338498, 0.463981, 0.441406
8420, 1.342803, 0.745888, 0.500000
8430, 1.340187, 0.535477, 0.433594
8440, 1.332842, 0.494003, 0.423828
8450, 1.331115, 0.466862, 0.410156
8460, 1.291954, 0.503682, 0.376953
8470, 1.307471, 0.481124, 0.462891
8480, 1.237302, 0.680320, 0.443359
8490, 1.259494, 0.521510, 0.390625
8500, 1.356325, 0.526579, 0.451172
8510, 1.433364, 0.474699, 0.503906
8520, 1.346015, 0.547855, 0.419922
8530, 1.330816, 0.873378, 0.500000
8540, 1.298158, 0.482068, 0.417969
8550, 1.302149, 0.508022, 0.437500
8560, 1.483131, 0.719295, 0.507812
8570, 1.351240, 0.455959, 0.455078
8580, 1.253123, 0.500535, 0.451172
8590, 1.199749, 0.506433, 0.402344
8600, 1.384718, 0.439305, 0.416016
8610, 1.249886, 0.362325, 0.458984
8620, 1.271500, 0.732382, 0.500000
8630, 1.331314, 0.538279, 0.466797
8640, 1.328224, 0.565859, 0.447266
8650, 1.347248, 0.826147, 0.500000
8660, 1.287966, 0.533591, 0.406250
8670, 1.332391, 0.519852, 0.404297
8680, 1.305577, 0.521213, 0.406250
8690, 1.314899, 0.519923, 0.402344
8700, 1.258944, 0.488574, 0.416016
8710, 1.327808, 0.511973, 0.425781
8720, 1.259510, 0.624610, 0.466797
8730, 1.281003, 0.502511, 0.423828
8740, 1.290230, 0.418814, 0.507812
8750, 1.361100, 0.499979, 0.458984
8760, 1.351042, 0.845984, 0.500000
8770, 1.404369, 0.453049, 0.507812
8780, 1.289407, 0.672782, 0.500000
8790, 1.366776, 0.469874, 0.394531
8800, 1.344343, 0.415032, 0.482422
8810, 1.352990, 0.528790, 0.460938
8820, 1.296277, 0.619501, 0.474609
8830, 1.300393, 0.483387, 0.390625
8840, 1.334074, 0.572628, 0.458984
8850, 1.330116, 0.519492, 0.431641
8860, 1.244611, 0.510389, 0.429688
8870, 1.298964, 0.456304, 0.398438
8880, 1.248657, 0.418303, 0.451172
8890, 1.273744, 0.570338, 0.423828
8900, 1.355397, 0.436292, 0.466797
8910, 1.354592, 0.830887, 0.500000
8920, 1.212668, 0.778330, 0.480469
8930, 1.271383, 0.511901, 0.414062
8940, 1.306522, 0.487461, 0.484375
8950, 1.241255, 0.594243, 0.439453
8960, 1.278860, 0.630087, 0.447266
8970, 1.354723, 0.675011, 0.503906
8980, 1.310810, 0.543404, 0.468750
8990, 1.322618, 0.542497, 0.437500
9000, 1.242192, 0.480694, 0.376953
9010, 1.314606, 0.507678, 0.447266
9020, 1.319996, 0.472915, 0.412109
9030, 1.194506, 0.609256, 0.412109
9040, 1.320057, 0.522766, 0.414062
9050, 1.265146, 0.626275, 0.500000
9060, 1.299868, 0.506728, 0.404297
9070, 1.365268, 0.554633, 0.437500
9080, 1.306010, 0.712569, 0.500000
9090, 1.301697, 0.601626, 0.472656
9100, 1.277924, 0.575117, 0.455078
9110, 1.345118, 0.546358, 0.445312
9120, 1.232484, 0.444601, 0.386719
9130, 1.303936, 0.531107, 0.382812
9140, 1.303831, 0.511470, 0.433594
9150, 1.360834, 0.565541, 0.437500
9160, 1.321536, 0.561125, 0.402344
9170, 1.354061, 0.502981, 0.453125
9180, 1.343812, 0.537826, 0.488281
9190, 1.357301, 0.490243, 0.455078
9200, 1.367059, 0.580157, 0.464844
9210, 1.329878, 0.521568, 0.425781
9220, 1.316417, 0.500061, 0.396484
9230, 1.224989, 0.568920, 0.425781
9240, 1.277585, 0.654248, 0.474609
9250, 1.288476, 0.556127, 0.408203
9260, 1.334732, 0.755860, 0.500000
9270, 1.308087, 0.551473, 0.363281
9280, 1.347242, 0.485622, 0.484375
9290, 1.294393, 0.610697, 0.500000
9300, 1.331031, 0.508235, 0.332031
9310, 1.304988, 0.536274, 0.458984
9320, 1.361265, 0.415656, 0.466797
9330, 1.275603, 0.629982, 0.486328
9340, 1.308782, 0.627146, 0.451172
9350, 1.349283, 0.639602, 0.498047
9360, 1.326327, 0.561124, 0.474609
9370, 1.281343, 0.582676, 0.484375
9380, 1.334949, 0.742330, 0.500000
9390, 1.305893, 0.758092, 0.494141
9400, 1.340628, 0.593431, 0.437500
9410, 1.348508, 0.739856, 0.500000
9420, 1.332987, 0.649660, 0.500000
9430, 1.349006, 0.485518, 0.490234
9440, 1.299981, 0.665201, 0.498047
9450, 1.305351, 0.547192, 0.494141
9460, 1.312529, 0.532389, 0.460938
9470, 1.333115, 0.665254, 0.460938
9480, 1.304979, 0.720394, 0.500000
9490, 1.276752, 0.798868, 0.500000
9500, 1.316822, 0.472041, 0.443359
9510, 1.334811, 0.690875, 0.500000
9520, 1.290335, 0.528407, 0.427734
9530, 1.355602, 0.680222, 0.488281
9540, 1.305269, 0.751289, 0.492188
9550, 1.332169, 0.808179, 0.500000
9560, 1.248444, 0.522698, 0.505859
9570, 1.307536, 0.529480, 0.406250
9580, 1.304773, 0.537531, 0.396484
9590, 1.231179, 0.497483, 0.412109
9600, 1.250967, 0.584466, 0.421875
9610, 1.304638, 0.531303, 0.421875
9620, 1.296112, 0.433117, 0.470703
9630, 1.397342, 0.506222, 0.464844
9640, 1.293841, 0.640952, 0.449219
9650, 1.283921, 0.630974, 0.476562
9660, 1.300389, 0.785019, 0.492188
9670, 1.295291, 0.613172, 0.544922
9680, 1.289483, 0.636590, 0.500000
9690, 1.285586, 0.471324, 0.392578
9700, 1.230296, 0.492946, 0.464844
9710, 1.377013, 0.643065, 0.498047
9720, 1.284027, 0.559871, 0.472656
9730, 1.323860, 0.772705, 0.500000
9740, 1.304379, 0.690005, 0.500000
9750, 1.274588, 0.761942, 0.462891
9760, 1.355545, 0.539447, 0.484375
9770, 1.322678, 0.695013, 0.500000
9780, 1.343575, 0.803583, 0.500000
9790, 1.333522, 0.637336, 0.486328
9800, 1.270063, 0.539278, 0.490234
9810, 1.314300, 0.601132, 0.511719
9820, 1.329583, 0.693058, 0.500000
9830, 1.337107, 0.842681, 0.500000
9840, 1.287406, 0.666991, 0.486328
9850, 1.288294, 0.544254, 0.470703
9860, 1.354345, 0.631641, 0.500000
9870, 1.334947, 0.942792, 0.500000
9880, 1.275793, 0.645989, 0.421875
9890, 1.340900, 0.677756, 0.500000
9900, 1.257466, 0.660253, 0.482422
9910, 1.329128, 0.642685, 0.486328
9920, 1.346056, 0.538566, 0.425781
9930, 1.336105, 0.571038, 0.484375
9940, 1.302494, 0.482257, 0.398438
9950, 1.272510, 0.517633, 0.363281
9960, 1.191758, 0.647948, 0.458984
9970, 1.359396, 0.564362, 0.498047
9980, 1.427580, 0.701566, 0.500000
9990, 1.326075, 0.511389, 0.429688
10000, 1.312122, 0.492192, 0.392578
